propensao,nome,cnpj,porte,bairro,endereco,idade_anos,unidades,arquetipo,tel_1,tel_1_tipo,tel_1_whatsapp,tel_1_corrigido,tel_2,tel_2_tipo,tel_2_whatsapp,email
0.5865,STUDIO HOF SORRISO E FACE,42.896.014/0001-85,ME,ASA SUL,"SETOR SHL/SUL QUADRA 716 BLOCO E, SN, SALA  503 E 505           EDIF  CENTRO MEDICO DE BSB, ASA SUL, CEP 70390700, Brasilia/DF",5,1,clinica_geral,(61) 9 9644-4688,celular,+5561996444688,sim,,,,drakarlaricarte@gmail.com
0.5865,VANESSA NINIA ODONTOLOGIA,35.808.560/0001-51,ME,ASA SUL,"QUADRA SGAS 915 CENTRO CLINICO ADVANCE, SN, CONJ  N SALAS 345 E 347   ANDAR 3, ASA SUL, CEP 70390150, Brasilia/DF",6,1,marca_pessoal,(61) 9 8345-4344,celular,+5561983454344,sim,,,,luminyoralstudio@gmail.com
0.5865,VILELA & RIBEIRO ODONTOLOGIA LTDA,24.426.610/0001-10,ME,TAGUATINGA CENTRO (TAGUATINGA),"QUADRA C 2 LOTE 10 LOJA, 02, TAGUATINGA CENTRO (TAGUATINGA), CEP 72010020, Brasilia/DF",10,1,clinica_geral,(61) 9 8534-0060,celular,+5561985340060,sim,,,,contato@orgatecon.com.br
0.5860,TITANIUM ODONTOLOGIA INTEGRADA LTDA,10.423.892/0001-97,ME,SETOR SUDOESTE,"SETOR SHCSW CLSW 301 BLOCO A SALA, 115, SETOR SUDOESTE, CEP 70670100, Brasilia/DF",17,1,clinica_geral,(61) 3344-0273,fixo,+556133440273,,(61) 3233-3818,fixo,+556132333818,
0.5860,LK ODONTOLOGIA,22.463.473/0001-68,ME,ASA SUL,"SETOR SRTVS QUADRA 701, SN, BLOCO O                   SALA  680 E 681, ASA SUL, CEP 70340000, Brasilia/DF",11,1,clinica_geral,(61) 9 9902-9787,celular,+5561999029787,sim,,,,contato@lkodontologia.com.br
0.5860,DENT MIX CONSULTORIO ODONTOLOGICO LTDA,05.395.305/0001-63,ME,ASA SUL,"SGAS 910 CONJUNTO B BLOCO F SALA, 227, EDIFICIO MIX PARK SUL, ASA SUL, CEP 70390100, Brasilia/DF",23,1,clinica_geral,(61) 3244-4667,fixo,+556132444667,,(61) 9 8118-3603,celular,+5561981183603,karlaguima2@yahoo.com.br
0.5860,VITTA ODONTOLOGIA INTEGRADA,07.415.387/0001-96,ME,ASA NORTE,"SETOR SCN QUADRA 02 BLOCO D ENTRADA B, S/N, SALA  333 E 334, ASA NORTE, CEP 70712903, Brasilia/DF",21,1,clinica_geral,(61) 3031-9444,fixo,+556130319444,,,,,marina_bamaral@hotmail.com
0.5850,AVANCE ODONTOLOGIA INTEGRADA,48.795.592/0001-01,EPP,GUARA I,"QUADRA QE 11 AREA ESPECIAL L, SN, EDIF  GUARA OFFICE        SALA  121 E 122, GUARA I, CEP 71020721, Brasilia/DF",3,1,clinica_geral,(61) 9 9965-2474,celular,+5561999652474,sim,(00) 0000000000,indefinido,,avanceodontologia1554@gmail.com
0.5850,RAFAELA FERNANDES ODONTOLOGIA ESPECIALIZADA,42.762.747/0001-27,ME,RIACHO FUNDO I,"QUADRA QS 4 CONJUNTO 01 LOTE, 21, LOJA  01, RIACHO FUNDO I, CEP 71820401, Brasilia/DF",5,1,clinica_institucional,(61) 9 9377-9477,celular,+5561993779477,sim,,,,rafaelafernandesrf11@gmail.com
0.5850,FACE DESIGN,37.831.292/0001-14,ME,SETOR CENTRAL (GAMA),"QUADRA QUADRA 40 LOTE, 24, SETOR CENTRAL (GAMA), CEP 72405400, Brasilia/DF",6,1,clinica_institucional,(61) 3033-7969,fixo,+556130337969,,,,,
0.5850,CRIADENT,32.928.668/0001-90,ME,SAMAMBAIA,"QUADRA QN 310 CJ 1 LT 1, S/N, SALA  102/112, SAMAMBAIA, CEP 72306701, Brasilia/DF",7,1,clinica_institucional,(61) 9 9410-9689,celular,+5561994109689,sim,,,,criadent@gmail.com
0.5850,ORTODAMA,40.172.600/0001-51,ME,SETOR CENTRAL (GAMA),"AREA ESPECIAL LADO OESTE 20/21 SALA 107, SN, SETOR CENTRAL (GAMA), CEP 72405650, Brasilia/DF",5,1,clinica_institucional,(61) 3384-0450,fixo,+556133840450,,,,,contato@danilomarega.com
0.5850,THAYS BRITO ODONTOLOGIA ESPECIALIZADA,38.366.454/0001-53,ME,SETOR RESIDENCIAL LESTE (PLANALTINA),"QUADRA QUADRA 2 CONJUNTO A, 30, SALA  101, SETOR RESIDENCIAL LESTE (PLANALTINA), CEP 73350201, Brasilia/DF",5,1,clinica_institucional,(61) 9 9265-2894,celular,+5561992652894,sim,,,,
0.5850,GIGLIANE SANCHES ODONTOLOGIA,26.272.747/0001-92,ME,TAGUATINGA SUL (TAGUATINGA),"QUADRA CSB 2 LOTE, 01E 04,       TORRE B             SALA  223 232 E 829, TAGUATINGA SUL (TAGUATINGA), CEP 72015525, Brasilia/DF",9,1,clinica_geral,(61) 9 9963-9646,celular,+5561999639646,sim,,,,alexandre@giglianesanches.com.br
0.5850,ORALART CLINICA ODONTOLOGICA ESPECIALIZADA,41.148.509/0001-63,ME,SETOR LESTE (GAMA),"QUADRA 42 LOTE, 79, SETOR LESTE (GAMA), CEP 72465420, Brasilia/DF",5,1,clinica_institucional,(61) 9 9301-1293,celular,+5561993011293,sim,,,,
0.5850,HOSPITAL DO SORRISO,30.610.020/0001-45,ME,SETOR CENTRAL (GAMA),"ENTRE QUADRA 20 / 21, SN, SALA  102 E 104, SETOR CENTRAL (GAMA), CEP 72405922, Brasilia/DF",8,1,clinica_geral,(61) 3032-3432,fixo,+556130323432,,,,,
0.5850,MB ODONTOLOGIA,41.777.570/0001-70,ME,TAGUATINGA SUL (TAGUATINGA),"QUADRA CSB 2 LOTES 01/04 TORRE A, SN, SALA  212                 EDIF  ALAMEDA SHOPPING, TAGUATINGA SUL (TAGUATINGA), CEP 72015525, Brasilia/DF",5,1,clinica_institucional,(61) 9 8264-4000,celular,+5561982644000,sim,,,,mbodontodf@gmail.com
0.5850,CLINICA ODONTOLOGICA ODONTOEMERY,34.625.484/0001-86,ME,RIACHO FUNDO I,"QUADRA QN 7 CONJUNTO 2 LOTE, 22, SALA  101/104, RIACHO FUNDO I, CEP 71805702, Brasilia/DF",7,1,clinica_geral,(61) 3465-3032,fixo,+556134653032,,,,,joao@i9contabil.com
0.5850,CLINICA DE PERIODONTIA RACHEL BELLO LTDA,02.417.992/0001-82,ME,ASA NORTE,"SD/N CONJUNTO A SALA 4112, S/N, ASA NORTE, CEP 70077900, Brasilia/DF",28,1,clinica_geral,(06) 103217987,indefinido,,,,,,
0.5850,BIOFACE - CIRURGIA ORAL E MAXILOFACIAL LTDA,02.280.379/0001-66,ME,ASA NORTE,"SETOR SCN QUADRA 02BLOCO D ENTRADA B, S/N, SALA  701, 703, ASA NORTE, CEP 70712903, Brasilia/DF",28,1,clinica_geral,(61) 3033-7067,fixo,+556130337067,,,,,nbn.assessoria@gmail.com
0.5850,CLINIFACE.DF CIRURGIA BUCO-MAXILO-FACIAL,03.241.743/0001-41,ME,OCTOGONAL,"SETOR SHC/AO/S EA 02/08 LOTE 05 TORRE A, SN, SALA  214                 EDIF  TERRACO SHOPPING, OCTOGONAL, CEP 70660900, Brasilia/DF",27,1,clinica_geral,(61) 9 9818-7208,celular,+5561998187208,sim,,,,cliniface.bsb@hotmail.com
0.5850,CORDIALLE ODONTOLOGIA,02.422.892/0001-44,ME,ASA SUL,"QUADRA SGAS 613/614, CONJUNTO C, SN, SALA  221                 EDIF  CENT MEDICO VITRIUM, ASA SUL, CEP 70200730, Brasilia/DF",28,1,clinica_geral,(61) 3344-3535,fixo,+556133443535,,,,,cordialleodontologia@gmail.com
0.5850,FACE-OCTO,03.234.052/0001-10,ME,OCTOGONAL,"SETOR SHC AOS 02/08 LOTE 05 TORRE A, SN, SALA  211 E 212, OCTOGONAL, CEP 70660900, Brasilia/DF",27,1,clinica_geral,(61) 3340-6013,fixo,+556133406013,,,,,clinicadrmarcelobsb@gmail.com
0.5850,GHISI CENTRO CLINICO ODONTOLOGICO,00.664.441/0001-98,ME,ASA SUL,"SETOR COMERCIAL SUL QD 01 BL M N 30 SLS 1001/2 E 1017, 1018, ASA SUL, CEP 70305900, Brasilia/DF",40,1,clinica_institucional,(61) 9 9944-5880,celular,+5561999445880,sim,,,,
0.5850,VIA ODONTOLOGIA,37.173.655/0001-71,ME,ASA NORTE,"SCN QD 05 BLOCO A SALAS 910/911, 50, BRASILIA SHOPPING, ASA NORTE, CEP 70310500, Brasilia/DF",33,1,clinica_geral,(06) 1328-0796,fixo,+550613280796,,,,,
0.5845,SELETTA ODONTOLOGIA,57.268.665/0001-06,EPP,ASA SUL,"SETOR SCS QUADRA 3 BLOCO A, S/N,       ENTRADA N 40              SALAS 113 E 118, ASA SUL, CEP 70303901, Brasilia/DF",1,1,clinica_geral,(61) 3202-9443,fixo,+556132029443,,,,,selettaodontologia@gmail.com
0.5845,ODONTOCLINIC,29.826.002/0001-16,ME,NORTE (AGUAS CLARAS),"AVENIDA PAU BRASIL LOTE, 06, LOJA  02                  EDIF  E-BUSINESS, NORTE (AGUAS CLARAS), CEP 71916500, Brasilia/DF",8,1,clinica_geral,(61) 3548-3060,fixo,+556135483060,,,,,rubemborges@outlook.com
0.5845,VS ODONTO,10.449.525/0001-62,ME,GUARA II,"QUADRA ST SRIA II QE 40 CJ O LT 1, SN, LOJA  03 PARTE A, GUARA II, CEP 71070152, Brasilia/DF",17,1,clinica_geral,(61) 9 8110-2751,celular,+5561981102751,sim,,,,valetiapsouza11@gmail.com
0.5845,INNOVATI ODONTOLOGIA,08.707.991/0001-59,ME,TAGUATINGA,"QUADRA CNA 01 LOTE 14 SALA, 102, PRACA DO DI, TAGUATINGA, CEP 72110015, Brasilia/DF",19,1,clinica_geral,(61) 3532-0629,fixo,+556135320629,,(61) 9 8159-2953,celular,+5561981592953,innovatiodontologia@gmail.com
0.5845,CLIDENT ODONTOLOGIA ESPECIALIZADA,07.648.000/0001-41,ME,TAGUATINGA CENTRO,"QUADRA C-1 LOTES  01/12 SALA, 841, EDIF  TAG TRADE CENTER, TAGUATINGA CENTRO, CEP 71010010, Brasilia/DF",20,1,clinica_institucional,(61) 3048-0333,fixo,+556130480333,,,,,bmcmcontabil@hotmail.com
0.5845,ESPECIALLI ODONTOLOGIA ESPECIALIZADA,11.724.784/0001-17,ME,TAGUATINGA SUL (TAGUATINGA),"QUADRA CSB 2 LOTES, 1/4, SALA  SALA 801 / 803, TAGUATINGA SUL (TAGUATINGA), CEP 72015525, Brasilia/DF",16,1,clinica_institucional,(61) 3353-5253,fixo,+556133535253,,,,,especialliodontologia@gmail.com
0.5845,CLINICA SIMINO,08.234.509/0001-00,ME,TAGUATINGA,"QUADRA QS 01 RUA 210 LOTE 40 SALA, 228,       TORRE B, TAGUATINGA, CEP 71950904, Brasilia/DF",20,1,clinica_geral,(61) 3561-0800,fixo,+556135610800,,,,,
0.5845,ODONTOBRASILIA,13.815.939/0001-56,ME,TAGUATINGA NORTE,"QUADRA CNB 01 LOTE, 06/07, SALA  219, 220, TAGUATINGA NORTE, CEP 72115015, Brasilia/DF",15,1,clinica_geral,(61) 3562-9800,fixo,+556135629800,,,,,
0.5845,SEMBLANT ODONTOLOGIA INTEGRADA,08.086.174/0001-20,ME,TAGUATINGA NORTE (TAGUATINGA),"QUADRA CNG 1, S/N,       LOTE 03                   SALAS 101 102 E 103, TAGUATINGA NORTE (TAGUATINGA), CEP 72130015, Brasilia/DF",20,1,clinica_geral,(61) 3036-1221,fixo,+556130361221,,,,,semblantodontologia@gmail.com
0.5840,MACEDO ODONTOLOGIA E ESTETICA,37.750.917/0001-13,ME,FAZENDA MESTRE D'ARMAS (ETAPA II - PLANALTINA),"CONDOMINIO S H ARAPOANGA MESTRE DARMAS ESTAPA II, 2D, FAZENDA MESTRE D'ARMAS (ETAPA II - PLANALTINA), CEP 73367006, Brasilia/DF",6,1,especialista_alto_ticket,(61) 9 9101-7255,celular,+5561991017255,sim,,,,contato.jeanribeiro@gmail.com
0.5840,CLINICA ODONTOLOGICA ORTHOCLINIC,37.771.810/0001-51,ME,SETOR OESTE (GAMA),"QUADRA 10 LOTE 16/17 SALA, 204,       COMERCIAL, SETOR OESTE (GAMA), CEP 72425100, Brasilia/DF",6,1,especialista_alto_ticket,(61) 9 8673-9057,celular,+5561986739057,sim,,,,elohimcontabilidade@live.com
0.5840,ALFA X CLINICA ODONTOLOGICA LTDA,06.910.696/0001-70,ME,ASA NORTE,"S D NORTE  CONJ NACIONAL CONJ A  SALA, 5126, ASA NORTE, CEP 70077900, Brasilia/DF",22,1,clinica_geral,,,,,,,,
0.5835,ARTE CLINICA ODONTOLOGICA,19.584.775/0001-80,ME,SETOR OESTE (GAMA),"QUADRA 06 LOTE 07, SN, SALA  01 E 02             SETOR OESTE COMERCIAL, SETOR OESTE (GAMA), CEP 72425060, Brasilia/DF",12,1,clinica_geral,(61) 3967-2244,fixo,+556139672244,,(61) 9 8136-6836,celular,+5561981366836,artprotesedentaria@outlook.com
0.5830,ESTHETIC ODONTOLOGIA E HARMONIZACAO OROFACIL,46.603.278/0001-54,ME,SETOR SUL (GAMA),"QUADRA 01 CONJUNTO G LOTE, 28, SETOR SUL (GAMA), CEP 72410107, Brasilia/DF",4,1,especialista_alto_ticket,(61) 9 9294-0505,celular,+5561992940505,sim,(00) 0000000000,indefinido,,higor.dno@hotmail.com
0.5830,AVANCE ODONTOLOGIA E HARMONIZACAO FACIAL,43.928.949/0001-69,ME,TAGUATINGA NORTE (TAGUATINGA),"AREA ESPECIAL SETOR C NORTE LOTES, 1 A 12,       TORRE A             SALA  507 E 508, TAGUATINGA NORTE (TAGUATINGA), CEP 72115700, Brasilia/DF",4,1,especialista_alto_ticket,(61) 9 9213-3849,celular,+5561992133849,sim,,,,katyara.araujo@gmail.com
0.5830,ELLEVA ODONTOLOGIA E ESTETICA FACIAL,46.153.588/0001-14,ME,ARAPOANGA (PLANALTINA),"QUADRA 14 CONJUNTO L, 34A, ARAPOANGA (PLANALTINA), CEP 73369052, Brasilia/DF",4,1,especialista_alto_ticket,(61) 9 9640-1556,celular,+5561996401556,sim,(61) 9 9112-7360,celular,+5561991127360,ellevaodontologia@gmail.com
0.5830,ELYSIUM ODONTOLOGIA E ESTETICA,51.509.690/0001-40,ME,SETOR CENTRAL (GAMA),"QUADRA EQ 47-49 PROJECAO 4, S/N, SALA  620, SETOR CENTRAL (GAMA), CEP 72405499, Brasilia/DF",3,1,especialista_alto_ticket,(61) 9 8107-4003,celular,+5561981074003,sim,(00) 0000000000,indefinido,,lucaspbbm19@gmail.com
0.5830,LUZZI ODONTOLOGIA & ESTETICA,44.588.745/0001-99,ME,SOBRADINHO,"QUADRA 8 BLOCO 19 LOTE, 02, LOJA  01, SOBRADINHO, CEP 73005519, Brasilia/DF",4,1,especialista_alto_ticket,(61) 9 8596-5136,celular,+5561985965136,sim,,,,luisavalleeu@gmail.com
0.5830,REALCE IMPLANTES,50.624.919/0001-24,ME,RIACHO FUNDO I,"RUA RIACHO FUNDO I CLS 4 BL A LT 5, S/N, LOJA  03, RIACHO FUNDO I, CEP 71820511, Brasilia/DF",3,1,especialista_alto_ticket,(61) 9 8400-0449,celular,+5561984000449,sim,(00) 0000000000,indefinido,,andrermacedo@hotmail.com
0.5830,SORRIA IMPLANTES,50.448.259/0001-78,ME,SETOR RESIDENCIAL LESTE (PLANALTINA),"QUADRA QUADRA 4 CONJUNTO J LOTE, 57, LOJA  01, SETOR RESIDENCIAL LESTE (PLANALTINA), CEP 73360410, Brasilia/DF",3,1,especialista_alto_ticket,(61) 9 9555-7060,celular,+5561995557060,sim,(00) 0000000000,indefinido,,gustavoodonto2016@outlook.com
0.5825,INTERFACE ODONTOLOGIA,02.224.542/0001-73,DEMAIS,CEILANDIA,"QUADRA QNN, 05, CONJ  A                   LOTE  30, CEILANDIA, CEP 72225051, Brasilia/DF",28,1,clinica_institucional,(61) 3372-4114,fixo,+556133724114,,(61) 9 8119-6193,celular,+5561981196193,odontologiainterface@gmail.com
0.5825,MULTI ODONTO,07.020.215/0001-13,ME,TAGUATINGA,"CSB 02 LOTE 01/04 SALA, 414, TAGUATINGA, CEP 72015901, Brasilia/DF",21,1,clinica_geral,(61) 3033-8090,fixo,+556130338090,,,,,clinicapoliodonto@hotmail.com
0.5825,CARMO ROSA ODONTOLOGIA LTDA,24.356.238/0001-12,ME,ARAPOANGA (PLANALTINA),"QUADRA QUADRA 13 CONJUNTO M LOTE, 80, LOJA  01, ARAPOANGA (PLANALTINA), CEP 73369118, Brasilia/DF",10,1,clinica_geral,(61) 3326-4171,fixo,+556133264171,,,,,adiconcontabilidadedf@hotmail.com
0.5825,EVIDENT ODONTOLOGIA,22.258.337/0001-36,ME,TAGUATINGA,"QUADRA CSB 02 LTS, 01/04 TORRE A, SN, SALA  104 106 E 108, TAGUATINGA, CEP 72015901, Brasilia/DF",11,1,clinica_geral,(61) 3352-0226,fixo,+556133520226,,,,,laurendaguiar_@hotmail.com
0.5825,CLINICA ODONTOLOGICA HENDGES AC,50.658.989/0001-01,ME,NORTE (AGUAS CLARAS),"RUA COPAIBA LOTE, 1, BLOCO TORRE A             SALA  SALA 2610 E 2611, NORTE (AGUAS CLARAS), CEP 71919540, Brasilia/DF",3,1,clinica_geral,(61) 9 9905-0710,celular,+5561999050710,sim,(00) 0000000000,indefinido,,dr.raulhendges@gmail.com
0.5825,INSTITUTO ALBERT ANDRADE,49.924.528/0001-46,ME,SETOR HABITACIONAL VICENTE PIRES,"RUA RUA 10 CHACARA 154, 27C, SETOR HABITACIONAL VICENTE PIRES, CEP 72007565, Brasilia/DF",3,1,clinica_institucional,(61) 9 9543-8080,celular,+5561995438080,sim,,,,odontologia@institutoalbertandrade.com
0.5825,INTENSE ODONTOLOGIA INTEGRADA,50.336.792/0001-48,ME,NORTE (AGUAS CLARAS),"AVENIDA PAU BRASIL, 06, SALA  1306, NORTE (AGUAS CLARAS), CEP 71916500, Brasilia/DF",3,1,clinica_institucional,(61) 3544-3386,fixo,+556135443386,,(61) 3544-3386,fixo,+556135443386,intenseodonto23@gmail.com
0.5825,INSTITUTO AVANZO ODONTOLOGIA E MEDICINA ESPECIALIZADA,50.973.503/0001-11,ME,NORTE (AGUAS CLARAS),"RUA 14 NORTE, LOTE, 1, LOJA  09, NORTE (AGUAS CLARAS), CEP 71910000, Brasilia/DF",3,1,clinica_institucional,(61) 9 9952-4482,celular,+5561999524482,sim,(00) 0000000000,indefinido,,institutoavanzo@gmail.com
0.5825,CLINICA ORAL ESTHETIC,56.010.996/0001-70,ME,ASA SUL,"SETOR SCS QUADRA 01 BLOCO C ENTRADA 30 SALA, 312, EDIF  ANTONIO V. SILVA, ASA SUL, CEP 70395900, Brasilia/DF",2,1,clinica_geral,(61) 3060-1815,fixo,+556130601815,,(00) 0000000000,indefinido,,f1alexandre@yahoo.com.br
0.5825,DRA LARA GREGO,59.073.511/0001-86,ME,ASA NORTE,"QUADRA SHN QUADRA 2 BLOCO F, S/N, EDIF  EXE. OFFICE TOWER   SALA  625 E 626, ASA NORTE, CEP 70702060, Brasilia/DF",1,1,marca_pessoal,(61) 9 9500-4639,celular,+5561995004639,sim,(00) 0000000000,indefinido,,dralaragregohof@gmail.com
0.5820,CEILANDIA ODONTOLOGIA,35.540.950/0001-93,EPP,CEILANDIA NORTE (CEILANDIA),"QUADRA QNM 18 CONJUNTO A LOTE, 06, SALA  05 06 07 08         PAVMTO2, CEILANDIA NORTE (CEILANDIA), CEP 72210181, Brasilia/DF",6,1,clinica_geral,(61) 3375-8693,fixo,+556133758693,,,,,admcld@orthopride.com.br
0.5820,CEI ODONTOLOGIA S/C LTDA,05.546.041/0001-00,ME,ASA NORTE,"SCN QUADRA 01 BLOCO F, 79, SALAS 215, 216 E 217, ASA NORTE, CEP 70301970, Brasilia/DF",23,1,clinica_geral,(61) 613261691,indefinido,,,,,,
0.5820,ODONTOCLINICA LEANDRO GUIMARAES S/C LTDA,05.558.255/0001-98,ME,ASA NORTE,"SCN QD 02 BLOCO D ENTRADA A, SN, SALA 411, ASA NORTE, CEP 70712904, Brasilia/DF",23,1,clinica_geral,(06) 1340-9397,fixo,+550613409397,,,,,
0.5815,DENT MAIS DENTISTAS,06.039.780/0001-60,EPP,SIA,"TRECHO SIA TRECHO 05 LOTES 05/15/25/35, S/N,       LOJAS 227 E 228, SIA, CEP 71205050, Brasilia/DF",22,1,clinica_geral,(61) 3361-3152,fixo,+556133613152,,,,,
0.5810,ODONTO CLINICA MAUAD S/S LTDA,26.479.006/0001-87,ME,ASA NORTE,"SETOR SD/NORTE, SN, CONJ  A                   SALA  5082, ASA NORTE, CEP 70077900, Brasilia/DF",36,1,clinica_geral,(61) 9 8165-2908,celular,+5561981652908,sim,,,,
0.5810,CLIDENT,72.593.114/0001-01,ME,ASA NORTE,"SRTVN QD 701 CONJ C, 124, SLS 509 511 ALA A, ASA NORTE, CEP 70310500, Brasilia/DF",32,1,clinica_geral,(06) 1327-3044,fixo,+550613273044,,,,,
0.5810,ODONTOCLINICA CARNEIRO,00.680.962/0001-39,ME,ASA SUL,"SETOR RADIO TELEVISAO SUL QUADRA 701 BLOCO O N, 110,       SALAS 210, 211 E 212, ASA SUL, CEP 70340000, Brasilia/DF",31,1,clinica_geral,(61) 3224-9115,fixo,+556132249115,,,,,ernaniserpente@gmail.com
0.5810,PROFIL LINIE SERVICOS ODONTOLOGICOS,01.644.304/0001-54,ME,ASA SUL,"QUADRA SEPS EQ 705/905 BLOCO C, SN, EDIF  MONT BLANC          SALA  416 E 418, ASA SUL, CEP 70390055, Brasilia/DF",29,1,clinica_geral,(61) 3443-1005,fixo,+556134431005,,,,,mrnobre@gmail.com
0.5805,RITA TRINDADE SPA MEDICO ODONTOLOGICO,36.770.626/0001-24,EPP,SETOR DE HABITACOES INDIVIDUAIS SUL,"QUADRA SHIS CL QI 7 BLOCO D, SN, LOJA  12, SETOR DE HABITACOES INDIVIDUAIS SUL, CEP 71615740, Brasilia/DF",34,1,clinica_geral,(61) 3248-1140,fixo,+556132481140,,(61) 9 9986-9000,celular,+5561999869000,adm@ritatrindade.com
0.5805,MAJORIE ODONTOLOGIA LTDA,47.830.811/0001-83,EPP,AGUAS CLARAS,"RUA RUA 36 SUL LT 18, S/N, APT   1207, AGUAS CLARAS, CEP 71931360, Brasilia/DF",3,1,clinica_geral,(61) 9 8260-1932,celular,+5561982601932,sim,(00) 0000000000,indefinido,,contepe@uol.com.br
0.5805,RARE ODONTOLOGIA,51.146.610/0001-39,EPP,ASA SUL,"QUADRA SGAS 610 CONJUNTO C, S/N, ANEXO ENTRADA A, ASA SUL, CEP 70200700, Brasilia/DF",3,1,clinica_geral,(61) 9 8168-4775,celular,+5561981684775,sim,(00) 0000000000,indefinido,,rasousa22@gmail.com
0.5805,OLIVIO LEOPOLDO NAVA NETO ODONTOLOGIA,45.761.561/0001-41,EPP,ASA SUL,"QUADRA SGAS 910 CONJUNTO B BLOCO A SALA 114, S/N,       PARTE 06, ASA SUL, CEP 70390100, Brasilia/DF",4,1,clinica_geral,(61) 3242-1250,fixo,+556132421250,,,,,xxxxxxxxxxx@xxxxxx.xxx.xx
0.5805,SPECIAL - ODONTOLOGIA NOS CICLOS DA VIDA,27.614.578/0001-94,ME,ASA NORTE,"SETOR SCN QUADRA 05 BLOCO A, S/N, SALA  713, ASA NORTE, CEP 70715900, Brasilia/DF",9,2,multi_unidade,(61) 9 9973-1779,celular,+5561999731779,sim,,,,tatianemacielc@gmail.com
0.5805,JULIANA CANABRAVA - ODONTOLOGIA ESPECIALIZADA,27.353.985/0001-95,ME,NORTE (AGUAS CLARAS),"AVENIDA PAU BRASIL LOTE 06 SALA, 606, NORTE (AGUAS CLARAS), CEP 71916500, Brasilia/DF",9,1,marca_pessoal,(61) 3551-9005,fixo,+556135519005,,,,,francoeneri@francoeneri.com.br
0.5805,PADUA ODONTOLOGIA ESPECIALIZADA,30.270.951/0001-41,ME,ASA SUL,"QUADRA SGAS 610, SN, CONJ  F                   BLOCO 01                  SALA  T34, ASA SUL, CEP 70200700, Brasilia/DF",8,1,clinica_institucional,(61) 3384-2963,fixo,+556133842963,,,,,
0.5805,ENJOY ODONTOLOGIA ESPECIALIZADA,28.984.242/0001-86,ME,NORTE (AGUAS CLARAS),"AVENIDA PAU BRASIL LOTE, 6, SALA  1302, NORTE (AGUAS CLARAS), CEP 71916500, Brasilia/DF",8,1,clinica_institucional,(61) 3879-8130,fixo,+556138798130,,,,,contato@alvacontabilidade.com.br
0.5805,IMCORP CLINICA ODONTOLOGICA LTDA,34.252.384/0001-51,ME,ASA SUL,"QUADRA SGAS 910 CONJUNTO B BLOCO E, 910, SALA  46 E 48, ASA SUL, CEP 70390100, Brasilia/DF",7,1,clinica_geral,(61) 9 8523-2361,celular,+5561985232361,sim,,,,pedroprivillege@gmail.com
0.5805,CONSULTORIO ODONTOLOGICO DR. SAULO FERRAZ E DRA. BRUNA,42.107.432/0001-46,ME,ASA SUL,"QUADRA SEPS 714/914 BLOCO E, SN, EDIF  TALENTO             SALA  118, ASA SUL, CEP 70390145, Brasilia/DF",5,1,clinica_institucional,(61) 9 8330-1711,celular,+5561983301711,sim,,,,sauloferraz@yahoo.com.br
0.5805,IDEA INSTITUTO DENTAL DE EXCELENCIA APLICADA,38.494.898/0001-74,ME,ASA NORTE,"SETOR SHCN CL QD 303 BLOCO C SALA, 214, ASA NORTE, CEP 70735530, Brasilia/DF",5,1,clinica_institucional,(61) 9 9965-5767,celular,+5561999655767,sim,,,,andrea.odonto@yahoo.com.br
0.5805,CLINICA ODONTOLOGICA VILELA PEREIRA,29.684.127/0001-59,ME,ASA SUL,"SETOR SCS QUADRA 1 BLOCO C SALA 1001 E 1002, SN,       NUMERO 30, ASA SUL, CEP 70395900, Brasilia/DF",8,1,clinica_institucional,(61) 9 8366-8383,celular,+5561983668383,sim,,,,
0.5805,ETOS - EXCELENCIA EM TRATAMENTOS ODONTOLOGICOS,05.271.461/0001-12,ME,SAMAMBAIA SUL,"QUADRA QS 122 CONJUNTO 3, S/N, LOTE  14, SAMAMBAIA SUL, CEP 72304523, Brasilia/DF",24,1,clinica_institucional,(61) 3234-5995,fixo,+556132345995,,,,,executiva.claudiocampelo@gmail.com
0.5800,NOVA IMPLANTES,36.175.258/0001-76,ME,CEILANDIA NORTE (CEILANDIA),"QUADRA QNN 1 CONJUNTO C LOTE, 04, LOJA  02, CEILANDIA NORTE (CEILANDIA), CEP 72225013, Brasilia/DF",6,1,especialista_alto_ticket,(61) 3581-1750,fixo,+556135811750,,(61) 9 8459-6009,celular,+5561984596009,rafaelcamargo.cd@gmail.com
0.5800,IMS ODONTOLOGIA E ESTETICA,34.720.025/0001-81,ME,SETOR HABITACIONAL SOL NASCENTE (CEILANDIA),"QUADRA QUADRA 101 CONJUNTO G, S/N, LOTE  02 E 03             ANDAR PRIMEIRO, SETOR HABITACIONAL SOL NASCENTE (CEILANDIA), CEP 72243284, Brasilia/DF",7,1,especialista_alto_ticket,(61) 9 8364-5696,celular,+5561983645696,sim,,,,leonardoocezar@hormail.com
0.5800,ORTHODONTIC,29.846.351/0001-08,ME,SANTA MARIA,"QUADRA CL 216, S/N, LOTE  F                   SALA  200, SANTA MARIA, CEP 72546220, Brasilia/DF",8,1,especialista_alto_ticket,(61) 3333-2490,fixo,+556133332490,,,,,oc224@orthodonticbrasil.com.br
