cnpj_basico,cnpj,identificador_matriz_filial,razao_social,nome_fantasia,cnae_fiscal_principal,cnae_descricao,origem_recorte,cnae_fiscal_secundaria,logradouro,numero,complemento,bairro,cep,id_municipio,telefone_1,telefone_2,email,data_inicio_atividade,idade_meses,porte,capital_social,natureza_juridica,opcao_simples,data_opcao_simples,opcao_mei,n_unidades_df,n_unidades_br,n_ufs,n_cnpjs_no_endereco,endereco_suspeito
37090362,37090362000120,1,CLINICA ODONTOLOGICA REGINA MARIA COSTA LTDA,,8630504,Atividade odontológica,cnae_principal,,QUADRA SCN QUADRA 1 BLOCO F,SN,SALA  911,ASA NORTE,70711060,5300108,(61) 81970050,,centeco01@gmail.com,1992-05-20,411,3,50000.0,2240,,,,1,1,1,16,true
55942954,55942954000105,1,STUDIO ORAL PREMIUM LTDA,STUDIO ORAL PREMIUM,8630504,Atividade odontológica,cnae_principal,"8640205,3250706",SETOR SETOR M NORTE CNM 1 BL G LT 1,S/N,,CEILANDIA,72215507,5300108,(11) 22564486,(0000) 00000000,contabil@clinicasinteligentes.com.br,2024-07-16,25,5,50000.0,2062,,,,1,1,1,16,true
30135201,30135201000167,1,INSTITUTO VERAZO DE ODONTOLOGIA ESPECIALIZADA LTDA,INSTITUTO VERAZO,8630504,Atividade odontológica,cnae_principal,"8630501,8640205,8640207",QUADRA SGAS 614 CONJUNTO C,S/N,SALA  147 E 149,ASA SUL,70200740,5300108,(61) 33443732,,bicalho11@hotmail.com,2018-04-06,100,3,50000.0,2062,0,2018-04-06,0,1,1,1,69,true
57525514,57525514000188,1,CLINICA ODONTOLOGICA NICOLATO LTDA,NICOLATO ODONTOLOGIA DA FACE,8630504,Atividade odontológica,cnae_principal,,QUADRA SEPS 710/910,SN,CONJ  D                   EDIF  CENTRO CLINICO VIA BSALA  529,ASA SUL,70390108,5300108,(61) 81562493,,vininicolato@hotmail.com,2024-10-02,22,1,50000.0,2062,1,2024-10-02,0,1,1,1,77,true
05469139,05469139000100,1,IGM ODONTOPEDIATRIA SOCIEDADE SIMPLES LIMITADA,IGM ODONTOPEDIATRIA,8630504,Atividade odontológica,cnae_principal,,SETOR SCN QUADRA 05 BLOCO A,SN,SALA  1209                EDIF  BRASILIA SHOPPING         AND TOWERS,ASA NORTE,70715900,5300108,(61) 32721097,,igm.odontopediatria@gmail.com,2003-01-08,283,3,50000.0,2240,,,,1,1,1,130,true
24920225,24920225000124,1,CENTRO ODONTOLOGICO UBERABA LTDA,ODONTOLOGIA COSTA VIEIRA,8630504,Atividade odontológica,cnae_principal,,QUADRA QUADRA 2 CONJUNTO E-2,LT 09,,SOBRADINHO,73015602,5300108,(61) 35917980,,clinicacostavieira@gmail.com,1988-07-14,457,1,50000.0,2062,0,2022-01-01,0,1,1,1,2,false
10461629,10461629000192,1,CLINICA ODONTOLOGICA BICALHO LTDA,CLARO ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,QUADRA QNM 17 CONJUNTO E,03,SALA  102 103 104,CEILANDIA SUL (CEILANDIA),72215175,5300108,(61) 33715936,,clarodontologia@hotmail.com,2008-11-06,213,1,50000.0,2062,1,2020-01-01,0,1,1,1,4,false
09385146,09385146000177,1,CONSULTORIO ODONTOLOGICO M & M LTDA,FEDERAL ODONTO,8630504,Atividade odontológica,cnae_principal,8640205,SETOR SDN CONJUNTO A SALA 5004 -5006,5004,,ASA NORTE,70077900,5300108,(61) 33260215,(61) 33279024,federalodonto@hotmail.com,2007-12-06,224,1,50000.0,2062,0,2020-01-01,0,1,1,1,1,false
14012338,14012338000178,1,WF ODONTOLOGIA INTEGRADA LTDA,WF ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,SETOR SRTV NORTE QUADRA 701 CONJUNTO C,124,SALA  533                       ALA A                     CENTRO EMPRESA NORTE,ASA NORTE,70719903,5300108,(61) 33455009,,wfodontologiaintegrada@gmail.com,2011-06-21,182,5,50000.0,2062,,,,1,1,1,430,true
59218987,59218987000168,1,GKS ODONTOLOGIA CIRURGICA LTDA,ODONTOQUALLITY,8630504,Atividade odontológica,cnae_principal,,QUADRA QNM 18 CJ A LT 6,S/N,SALA  103,CEILANDIA NORTE (CEILANDIA),72210181,5300108,(61) 84337351,(0000) 00000000,gustakessler@hotmail.com,2025-01-31,19,1,50000.0,2062,1,2025-01-31,0,1,1,1,21,true
48241890,48241890000150,1,DT CLINICA DE SORRISOS LTDA,DT SORRISOS,8630504,Atividade odontológica,cnae_principal,8640205,QUADRA QI 19,SN,LOTE  1 3 5 E 7           LOJA  4,SETOR INDUSTRIAL (TAGUATINGA),72135190,5300108,(61) 37035570,(0000) 00000000,fiscalfacis@gmail.com,2022-10-10,46,1,50000.0,2062,,,,1,1,1,13,true
24007572,24007572000160,1,RANHTS MATOS ODONTOLOGIA LTDA,RANHTS MATOS ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,AREA ESPECIAL 20/21,S/N,EDIF EDIFICIO ALTERNATIVO CENTER LOJA 52 TERREO,SETOR CENTRAL (GAMA),72405650,5300108,(61) 92410662,,ranhts@gmail.com,2016-01-19,127,1,50000.0,2062,1,2024-01-01,0,1,1,1,8,false
54359306,54359306000168,1,TAVORA ODONTOLOGIA E ESTETICA FACIAL LTDA,,8630504,Atividade odontológica,cnae_principal,,AVENIDA PAU BRASIL LOTE 06 SALA 1202,SN,,SUL (AGUAS CLARAS),71926000,5300108,(61) 96043830,(0000) 00000000,tavora.odontologia@outlook.com.br,2024-03-17,29,1,50000.0,2062,1,2024-03-17,0,1,1,1,60,true
54073813,54073813000130,1,CBK ODONTOLOGIA LTDA,CBK ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,8211300,QUADRA QUADRA 204 CONJUNTO 23,12,LOTE  12,RECANTO DAS EMAS,72610423,5300108,(61) 96171457,,odcssfinanceiro@gmail.com,2024-02-26,30,1,50000.0,2062,1,2024-02-26,0,1,1,1,3,false
36987223,36987223000131,1,FACE ODONTOLOGIA E IMPLANTES LTDA,FACE ODONTOLOGIA ESTETICA,8630504,Atividade odontológica,cnae_principal,8640205,"QUADRA SHIS QI 9/11 BLOCO M LOJAS 25, 26, 27 E 28",S/N,,SETOR DE HABITACOES INDIVIDUAIS SUL,71625135,5300108,(61) 33478744,,br.contabilidade@uol.com.br,2020-04-23,76,5,50000.0,2062,,,,1,1,1,2,false
28899447,28899447000163,1,SOURIRE ODONTOLOGIA LTDA,CLINISUL - CLINICA INTEGRADA ASA SUL,8630504,Atividade odontológica,cnae_principal,"8640205,8650002,8650003,8650006",QUADRA SGAS 616 CONJUNTO A,SN,BLOCO A                   LOJA  07,ASA SUL,70200760,5300108,(61) 91489843,,sourireodontologiadf@gmail.com,2017-10-20,106,3,50000.0,2062,1,2020-01-01,0,1,1,1,82,true
10379174,10379174000160,1,ODONTO PAIVA LTDA,ODONTO PAIVA,8630504,Atividade odontológica,cnae_principal,,QUADRA QNN 5 CONJUNTO D,SN,LOTE: 48 LOJA 02;,CEILANDIA NORTE (CEILANDIA),72225054,5300108,(61) 33725919,,odontopaiva@gmail.com,2008-09-29,215,1,50000.0,2062,1,2026-01-01,0,1,1,1,2,false
54145364,54145364000199,1,CLARECLINIC ODONTOLOGIA LTDA,DENTISTAS CLARECLINIC,8630504,Atividade odontológica,cnae_principal,,QUADRA QUADRA 22 CONJUNTO 16,SN,LOTE  05                  SALA  102,PARANOA,71572209,5300108,(61) 35460301,(0000) 00000000,clareclinicatendimento@gmail.com,2024-03-01,29,1,50000.0,2062,1,2024-03-01,0,1,1,1,7,false
53531164,53531164000101,1,MUKAI CLINICA ODONTOLOGICA SAUDE E BEM-ESTAR LTDA,CLINICA MUKAI,8630504,Atividade odontológica,cnae_principal,"8630503,8650003,8650006,9602502",QUADRA QUADRA 1,40,,SETOR NORTE (BRAZLANDIA),72705010,5300108,(61) 81550449,(0000) 00000000,clinicamukaidf@gmail.com,2024-01-17,31,1,50000.0,2062,1,2024-01-17,0,1,1,1,3,false
34892550,34892550000184,1,GONTIJO CLINICA ODONTOLOGICA LTDA,ODONTO EXCELLENCE,8630504,Atividade odontológica,cnae_principal,,QUADRA QN 122 CONJUNTO 13 LOTE,05,LOJA  01 E 02,SAMAMBAIA SUL (SAMAMBAIA),72304113,5300108,(61) 82634175,,mdgontijo@gmail.com,2019-09-17,83,1,50000.0,2062,1,2025-01-01,0,1,1,1,4,false
34728505,34728505000199,1,ORAL PERSONA ODONTOLOGIA LTDA.,,8630504,Atividade odontológica,cnae_principal,,SETOR SHIS QI 15 BLOCO O,SN,SALA  T2B TERREO          EDIF  VICTORIA MEDICAL          CENTER,SETOR DE HABITACOES INDIVIDUAIS SUL,71635600,5300108,(61) 33210999,,juridicon@juridicon.com.br,2019-08-14,84,5,50000.0,2062,,,,1,1,1,9,false
52834342,52834342000100,1,MAGALHAES CLINICA ODONTOLOGICA LTDA,MAGALHAES CLINICA ODONTOLOGICA,8630504,Atividade odontológica,cnae_principal,8690901,SETOR SHA CONJUNTO 4 CHACARA 57A LOTE,31,LOJA  3,SETOR HABITACIONAL ARNIQUEIRA (AGUAS CLARAS),71994295,5300108,(61) 82250250,(0000) 00000000,duda.magalhaes@gmail.com,2023-11-09,33,1,50000.0,2062,1,2026-01-01,0,1,1,1,7,false
24249343,24249343000152,1,ATELIE FACIAL ODONTOLOGIA LTDA,,8630504,Atividade odontológica,cnae_principal,"4772500,8599604,9602502",QUADRA SIG QUADRA 1 LOTE 385,SN,LOJA  02,ZONA INDUSTRIAL,70610410,5300108,(61) 33468080,,atendimento@ateliefacial.com,2016-02-25,126,3,50000.0,2062,1,2019-01-01,0,1,1,1,164,true
44034131,44034131000165,1,DRA THAYCE ODONTOLOGIA,DRA THAYCE ARAUJO ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,8630501,SETOR SDS ED VENANCIO II BLOCO H SALA 106,S/N,,ASA SUL,70393900,5300108,(61) 93368504,,araujothayce@gmail.com,2021-10-27,58,1,50000.0,2062,,,,1,1,1,22,true
47976806,47976806000183,1,DRA FERNANDA CLINICA ODONTOLOGICA LTDA,DRA FERNANDA CLINICA ODONTOLOGICA,8630504,Atividade odontológica,cnae_principal,"9602502,8690999",SETOR SRIA II POLO DE MODA RUA 12 LT 44,S/N,,GUARA,71070512,5300108,(61) 85989594,(0000) 00000000,nandydf22@hotmail.com,2022-09-16,47,1,50000.0,2062,1,2022-09-16,0,1,1,1,31,true
46872996,46872996000126,1,CNO CLINICA NERES ODONTO LTDA,CNO CLINICA NERES ODONTO,8630504,Atividade odontológica,cnae_principal,,SETOR SETOR M SUL QNM 17 CJ A LT 19,S/N,,CEILANDIA,72215171,5300108,(61) 92170247,,rc.neres@hotmail.com,2022-06-22,50,1,50000.0,2062,1,2022-06-22,0,1,1,1,39,true
45355470,45355470000106,1,CENTRO DE REABILITACAO ORAL BRILLARE LTDA,BRILLARE ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,QUADRA SGAS 910 CONJUNTO B BLOCO E,S/N,SALA  103,ASA SUL,70390100,5300108,(61) 81567111,,camilaao.ribeiro@gmail.com,2022-02-18,54,1,50000.0,2062,1,2022-02-18,0,1,1,1,191,true
32488081,32488081000107,1,DO LAGO ODONTOLOGIA ESPECIALIZADA LTDA,DO LAGO ODONTOLOGIA ESPECIALIZADA,8630504,Atividade odontológica,cnae_principal,8640205,QUADRA 201 CONJUNTO 01,S/N,LOTE  11                  SALA  102,SETOR RESIDENCIAL OESTE (SAO SEBASTIAO),71692401,5300108,(61) 98815555,,dolagoodontologia@gmail.com,2019-01-18,91,3,50000.0,2062,0,2019-01-18,0,1,1,1,2,false
28076980,28076980000125,1,SOHA CLINICA ODONTOLOGICA LTDA,,8630504,Atividade odontológica,cnae_principal,,QUADRA 03 CONJUNTO G LOTE 40 SALA,01,,SETOR RESIDENCIAL LESTE (PLANALTINA),73350307,5300108,(61) 33896155,,adriano.najla@gmail.com,2017-06-30,110,3,50000.0,2062,1,2026-01-01,0,1,1,1,1,false
44584328,44584328000178,1,JLMR ODONTOLOGIA ESPECIALIZADA LTDA,MAISON ODONTOLOGIA ESPECIALIZADA,8630504,Atividade odontológica,cnae_principal,,QUADRA SGAS 915 CONJUNTO N,SN,SALA  41                  SUBSL 2                   EDIF  CENTRO CLIN ADVANCE,ASA SUL,70390150,5300108,(61) 35625112,,odmaison@gmail.com,2021-12-14,56,3,50000.0,2062,1,2021-12-14,0,1,1,1,151,true
48936387,48936387000119,1,ILLUS ODONTOLOGIA ESPECIALIZADA LTDA,ILLUS ODONTOLOGIA ESPECIALIZADA,8630504,Atividade odontológica,cnae_principal,,SETOR B SUL CSB 2 LOTES 01 E,04,      TORRE A             SALA  703                       ALAMEDA SHOPPING,TAGUATINGA SUL (TAGUATINGA),72015525,5300108,(61) 91490002,,illusodonto@gmail.com,2022-12-20,44,1,50000.0,2062,1,2022-12-20,0,1,1,1,4,false
59185300,59185300000135,1,ARTE NA BOCA - ESTETICA DENTAL LTDA,ARTE NA BOCA,8630504,Atividade odontológica,cnae_principal,,AREA ESPECIAL 20/21 SALA,161,,SETOR CENTRAL GAMA,72405922,5300108,(61) 81942728,(0000) 00000000,moniquelevita@gmail.com,2025-01-30,19,1,50000.0,2062,0,2025-01-30,0,1,1,1,1,false
57158492,57158492000165,1,ODONTO PREMIER BSB LTDA,,8630504,Atividade odontológica,cnae_principal,,"SETOR SDN, CONJUNTO A, SALA 6041",SN,,ASA NORTE,70077900,5300108,(61) 86824000,(0000) 00000000,aimepalomademoura@gmail.com,2024-09-04,23,1,50000.0,2062,,,,1,1,1,251,true
32316122,32316122000188,1,APTA SAUDE INTEGRAL LTDA,APTA SAUDE INTEGRAL,8630504,Atividade odontológica,cnae_principal,"8630503,8640299,8650002,8650003,8650004,8650006,8650099,8690901,8690903,8690904,9602502",SETOR SHLS QUADRA 716 BLOCO F CONJUNTO 410,S/N,      CENTRO CLIN. O. CRUZ,ASA SUL,70390700,5300108,(61) 99820463,,aptasaudeintegral@gmail.com,2018-12-27,92,1,50000.0,2062,1,2026-01-01,0,1,1,1,119,true
57835406,57835406000101,1,SHIMAKAWA ODONTOLOGIA LTDA,DRA. LUCIANA SHIMAKAWA ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,BLOCO D CENTRO COMERCIAL,20,SALA  105,CRUZEIRO VELHO,70640543,5300108,(61) 93328264,(0000) 00000000,dralucianashimakawaodontologia@gmail.com,2024-10-24,22,1,50000.0,2062,1,2024-10-24,0,1,1,1,67,true
56795494,56795494000100,1,ALTO NIVEL ODONTOLOGIA LTDA,ALTO NIVEL ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,3250706,QUADRA QNA 17 LOTE,13,SALA  202,TAGUATINGA NORTE (TAGUATINGA),72110170,5300108,(61) 94564057,(0000) 00000000,i6390421@gmail.com,2024-08-15,24,1,50000.0,2062,,,,1,1,1,2,false
35383338,35383338000154,1,LUIZ ROBERTO DE SOUZA JUNIOR,ODONTOMINAS,8630504,Atividade odontológica,cnae_principal,,QUADRA QS 406 CONJUNTO A LOTE,01,      1 PAVIMENTO,SAMAMBAIA NORTE (SAMAMBAIA),72318571,5300108,(61) 33580577,,,2019-11-01,81,1,50000.0,2135,1,2019-11-01,0,1,1,1,2,false
23062247,23062247000138,1,VIVACE ODONTOLOGIA INTEGRADA LTDA,VIVACE ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,QUADRA QI 27 BLOCO A,S/N,      SALAS 213/214 E 215,GUARA II,71060280,5300108,(61) 35684636,,michelecristina.neves@bol.com.br,2015-08-12,132,1,50000.0,2062,1,2026-01-01,0,1,1,1,23,true
07725305,07725305000100,1,HENRIQUE TINE TENORIO & CIA SS LTDA,HOSPITAL DO DENTE,8630504,Atividade odontológica,cnae_principal,8640205,"RUA COPAIBA, LOTE",01,      TORRE A             SALA  301 A 304,NORTE (AGUAS CLARAS),71919540,5300108,(61) 35360444,,hospitaldodente@hotmail.com,2005-11-08,249,1,50000.0,2240,,,,1,1,1,889,true
51529459,51529459000118,1,ODONTO RECANTO LTDA,,8630504,Atividade odontológica,cnae_principal,,QUADRA AVENIDA RECANTO DAS EMAS QUADRA 206 LOTE 08 SOBRELOJA,S/N,,RECANTO DAS EMAS,72610600,5300108,(61) 83167887,(0000) 00000000,oc454@orthodonticbrasil.com.br,2023-07-24,37,1,50000.0,2062,,,,1,1,1,3,false
42315181,42315181000276,2,ALENCAR LOBO ODONTOLOGIA LTDA,AUREE CLINIC,8630504,Atividade odontológica,cnae_principal,8599604,QUADRA SHN QUADRA 1,S/N,CONJ  A                   BLOCO F                   SALA  105                 EDIF  VISION WORK E LIVE,ASA NORTE,70701000,5300108,(62) 38771442,,contato.alencarlobo@gmail.com,2021-07-02,61,1,50000.0,2062,0,2021-06-14,0,1,2,2,142,true
43493213,43493213000105,1,LOPES TELES CLINICA ODONTOLOGICA LTDA,BRIO ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,9602502,AREA COMERCIO LOCAL 1 LOTE 01 LOJA,13,,JARDINS MANGUEIRAL (JARDIM BOTANICO),71687402,5300108,(61) 99069913,(61) 85755581,yanaffonso@hotmail.com,2021-09-13,59,1,50000.0,2062,1,2024-01-01,0,1,1,1,2,false
42253407,42253407000170,1,ARAUJO E MELO CLINICA ODONTOLOGICA LTDA,ODONTO SMART,8630504,Atividade odontológica,cnae_principal,,QUADRA CL 116,SN,LOTE  G14                 SALA  101,SANTA MARIA,72546200,5300108,(61) 95828686,,marcus.araujo1@hotmail.com,2021-06-09,62,1,50000.0,2062,1,2021-06-09,0,1,1,1,14,true
48532744,48532744000183,1,KS ODONTOLOGIA ESPECIALIZADA LTDA,KS ODONTOLOGIA ESPECIALIZADA,8630504,Atividade odontológica,cnae_principal,3250706,QUADRA QNM 1 CONJUNTO H LOTE 18 LOJA,02,,CEILANDIA SUL (CEILANDIA),72215018,5300108,(61) 86187800,,kleitonqldf@gmail.com,2022-11-07,45,1,50000.0,2062,,,,1,1,1,3,false
00674029,00674029000159,1,SANTOS & POIANI LTDA,KASSOIN ASSISTENCIA ODONTOLOGICA INTEGRADA,8630504,Atividade odontológica,cnae_principal,"8650005,8690901",PROJECAO 09,S/N,SALA  601 603 605 E 607,SETOR CENTRAL GAMA,72404903,5300108,(61) 92272006,,clinicakassoin@hotmail.com,1995-06-30,374,1,50000.0,2062,1,2018-01-01,0,1,1,1,5,false
32821552,32821552000157,1,RISIS ODONTOLOGIA LTDA,RISIS ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,8640205,QUADRA QS 1 RUA 210,34,      TO 3                SALA  105                 SALA  106                 SALA  107,AREAL (AGUAS CLARAS),71950770,5300108,(61) 30340690,(61) 33527968,mccontabilidadedf@gmail.com,2019-02-19,90,3,50000.0,2062,1,2021-01-01,0,1,1,1,26,true
55795147,55795147000107,1,SAUDE ODONTOLOGICA COMPLETA LTDA,SAUDE ODONTOLOGICA COMPLETA,8630504,Atividade odontológica,cnae_principal,,QUADRA CLSW 101 BLOCO A ENTRADA B,SN,SALA  133,SETOR SUDOESTE,70670501,5300108,(61) 91279662,(0000) 00000000,socdf@gmail.com,2024-07-04,25,1,50000.0,2062,,,,1,1,1,19,true
09204571,09204571000112,1,ESTACAO SAUDE ODONTOLOGIA LTDA,ESTACAO SAUDE ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,"8599604,8599699",QUADRA 39 LOTE,75,SETOR LESTE RESIDENCIAL,GAMA,72465390,5300108,(61) 39672292,,,2007-11-19,225,1,50000.0,2062,1,2017-01-01,0,1,1,1,1,false
35808560,35808560000151,1,VN PRIME ODONTOLOGIA LTDA,VANESSA NINIA ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,QUADRA SGAS 915 CENTRO CLINICO ADVANCE,SN,CONJ  N SALAS 345 E 347   ANDAR 3,ASA SUL,70390150,5300108,(61) 83454344,,luminyoralstudio@gmail.com,2019-12-17,80,1,50000.0,2062,0,2019-12-17,0,1,1,1,151,true
08718604,08718604000180,1,ODONTO CLINICA BRMP LTDA,ODONTOCLINICA SORRISO PERFEITO,8630504,Atividade odontológica,cnae_principal,,QUADRA CNM 1 BLOCO H LOTE 1,S/N,SALA  206,CEILANDIA CENTRO (CEILANDIA),72215508,5300108,(61) 98053725,,clinicaperfeitosorriso@gmail.com,2007-03-02,233,1,50000.0,2062,1,2026-01-01,0,1,1,1,4,false
37374236,37374236000106,1,LIFE CENTRO CLINICO E ODONTOLOGICO LTDA,LIFE CENTRO MEDICO ODONTOLOGICO,8630502,Atividade médica ambulatorial com recursos para realização de exames complementares,vizinho_nome_odonto,"8630501,8630503,8630504,8630599,8640202,8640207,8640299,8650002,8650003,8650004,8650099,9602502","QUADRA EQ 47-49 PROJECAO 4 SALAS 701, 702 E",708,,SETOR CENTRAL (GAMA),72405498,5300108,(61) 91263866,,contato@lifecentrocardiologico.com.br,2020-06-10,74,1,50000.0,2062,0,2020-06-10,0,1,1,1,1,false
47324965,47324965000101,1,H2P ODONTOLOGIA ESPECIALIZADA LTDA,DENTAL CONCEPT,8630504,Atividade odontológica,cnae_principal,,SETOR SCN QUADRA 5 BLOCO A SALA,1401,,ASA NORTE,70715900,5300108,(61) 32579135,(0000) 00000000,paulo@clinicadentalconcept.com.br,2022-07-28,49,5,50000.0,2062,1,2024-01-01,0,1,1,1,1,false
38052037,38052037000136,1,TRINITA ODONTOLOGIA ESPECIALIZADA LTDA,TRINITA ODONTOLOGIA ESPECIALIZADA,8630504,Atividade odontológica,cnae_principal,,AVENIDA MARECHAL DEODORO QUADRA 90,02,,SETOR TRADICIONAL (PLANALTINA),73330026,5300108,(61) 94038978,,trinitaodontologia@gmail.com,2020-08-11,72,1,50000.0,2062,1,2020-08-11,0,1,1,1,1,false
17507192,17507192000120,1,DS CLINICA ODONTOLOGICA LTDA,DENTE SAO,8630504,Atividade odontológica,cnae_principal,,AVENIDA QE 07 BLOCO C SALA 211,S/N,,GUARA I,71020637,5300108,(61) 35513604,,,2013-01-29,163,1,50000.0,2062,1,2015-01-01,0,1,1,1,15,true
51195904,51195904000150,1,CLINICA ODONTOLOGICA XII PIO LTDA,CLINICA ODONTOLOGICA XII PIO,8630504,Atividade odontológica,cnae_principal,9602502,SETOR SRTVS QUADRA 701 CONJUNTO D BLOCO A SALA,503,SALA  501                       CENTRO EMPRESARIAL,ASA SUL,70340907,5300108,(61) 32242970,,clinicaodontologicapioxii@gmail.com,2023-06-27,38,1,50000.0,2062,1,2023-06-27,0,1,1,1,3,false
00709014,00709014000189,1,CLINICA DE RADIOLOGIA ODONTOLOGICA SAFE CARNEIRO LTDA,CLINICA RADIOLOGICA SAFE CARNEIRO,8630504,Atividade odontológica,cnae_principal,"8640204,8640205,8690999",SETOR SDN  CONJUNTO A,S/N,SALA  6019 E 6021,ASA NORTE,70077900,5300108,(61) 30393145,,,1983-06-16,518,1,50000.0,2062,1,2021-01-01,0,1,1,1,295,true
47306947,47306947000199,1,SANTE CLINIC ODONTOLOGIA E ESTETICA LTDA,SANTE CLINIC,8630504,Atividade odontológica,cnae_principal,"4772500,8599604,8599699,9602502",RUA COPAIBA LOTE,01,      TORRE A             SALA  703,NORTE (AGUAS CLARAS),71919540,5300108,(61) 83188565,,estetica.alins@gmail.com,2022-07-27,49,1,50000.0,2062,1,2022-07-27,0,1,1,1,889,true
19860528,19860528000169,1,CLINICA ODONTOLOGICA DR. ORTHO LTDA,CLINICA ODONTOLOGIA DR. ORTHO,8630504,Atividade odontológica,cnae_principal,3250706,RUA DAS PITANGUEIRAS LOTE,7,      LOJAS 11 E 12,SUL (AGUAS CLARAS),71938540,5300108,(61) 37030101,,drortho2014@hotmail.com,2014-03-10,149,1,50000.0,2062,1,2025-01-01,0,1,1,1,15,true
57049602,57049602000150,1,ODONTO AREAL DF LTDA,ODONTO AREAL DF,8630504,Atividade odontológica,cnae_principal,,QUADRA QS 08 AVENIDA AGUAS CLARAS LOTE,C 64,SALA  01,AREAL (AGUAS CLARAS),71974000,5300108,(61) 91975701,,odontoareal@gmail.com,2024-08-28,24,1,50000.0,2062,1,2024-08-28,0,1,1,1,1,false
46054336,46054336000138,1,C.O.B. CENTRO ODONTOLOGICO BORGES LTDA,C.O.B. CENTRO ODONTOLOGICO BORGES,8630504,Atividade odontológica,cnae_principal,,QUADRA QNN 40 CJ E LT 13,S/N,LOJA  01,CEILANDIA SUL (CEILANDIA),72220405,5300108,(61) 92536443,(0000) 00000000,drgeraldinoborges@gmail.com,2022-04-18,52,1,50000.0,2062,1,2022-04-18,0,1,1,1,3,false
40989480,40989480000180,1,PLENA ODONTOLOGIA E SAUDE INTEGRADA LTDA,PLENA ODONTOLOGIA E SAUDE INTEGRADA,8630504,Atividade odontológica,cnae_principal,"3250706,9609299",QUADRA SGAS 616,SN,CONJ  A                   BLOCO A                   SALA  26T,ASA SUL,70200760,5300108,(61) 93035919,,administracao@plenasaudeintegrada.com.br,2021-02-25,66,1,50000.0,2062,0,2021-02-25,0,1,1,1,82,true
57993993,57993993000167,1,STUDIO ORAL GOLD PLANO PILOTO LTDA,,8630504,Atividade odontológica,cnae_principal,8640205,SETOR SCS QUADRA 06,S/N,LOJA  124                 BLOCO A 130,ASA SUL,70306901,5300108,(11) 22564486,(0000) 00000000,contabil@clinicasinteligentes.com.br,2024-11-06,21,3,50000.0,2062,,,,1,1,1,11,true
41717796,41717796000185,1,ABADE & VASCONCELOS LTDA,GRUPO ABADE VASCONCELOS,8630504,Atividade odontológica,cnae_principal,"6821801,6821802,6822600",CONDOMINIO PORTO RICO LOTE,1 B,QUADRAD ETAPA 1 LJ 1/2,SANTA MARIA,72504003,5300108,(61) 86339749,(61) 84831080,micheljv11@gmail.com,2021-04-27,64,1,50000.0,2062,1,2026-01-01,0,1,1,1,1,false
37945616,37945616000145,1,LEONCIO ODONTOLOGIA LTDA,LEONCIO ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,"8650004,8690903","QUADRA SETOR CSB 02 LOTES 1,2,3,4 TORRE A",S/N,SALA  101                 EDIF  ALAMEDA SHOPPING,TAGUATINGA,72015901,5300108,(61) 98443428,,,2020-08-03,72,1,50000.0,2062,0,2020-08-03,0,1,1,1,62,true
27397216,27397216000199,1,RF ODONTOLOGIA LTDA,,8630504,Atividade odontológica,cnae_principal,,QUADRA SHIN CA 05 LOTE D3 BLOCO D3 LOJA,10,TERREO,SETOR DE HABITACOES INDIVIDUAIS NORTE,70040976,5300108,(61) 81375238,,ri.odonoto@hotmail.com,2017-03-28,113,1,50000.0,2062,1,2017-03-28,0,1,1,1,1,false
44231981,44231981000153,1,LIMA PIRES SAUDE LTDA,IPO,8630504,Atividade odontológica,cnae_principal,,SETOR DE DIVERSOES NORTE CONJUNTO NACIONAL CONJUNTO A SALA,4040,,ASA NORTE,70077900,5300108,(61) 33260411,,iposaudeltda@gmail.com,2021-11-12,57,1,50000.0,2062,1,2025-01-01,0,1,1,1,1,false
08882327,08882327000146,1,CLINPRO -CLINICA ODONTOLOGICA LTDA,CLINPRO,8630504,Atividade odontológica,cnae_principal,,QUADRA QUADRA QS 5 AVENIDA AREAL LOTE,18,LOJA  02,AREAL (AGUAS CLARAS),71955000,5300108,(61) 30474090,,goretti@chavescontadores.com.br,2007-06-13,230,1,50000.0,2062,0,2023-01-01,0,1,1,1,2,false
59469219,59469219000187,1,ODONTO SIMOES LTDA,ODONTO SIMOES 01,8630504,Atividade odontológica,cnae_principal,,QUADRA QN 5 CONJUNTO 7,S/N,LOTE  11                  SALA  103,RIACHO FUNDO I,71805407,5300108,(61) 33990148,(0000) 00000000,odontosimoes01@gmail.com,2025-02-14,18,1,50000.0,2062,1,2025-02-14,0,1,1,1,10,true
