cnpj,cnpj_basico,nome_fantasia,razao_social,cnae,identificador_matriz_filial,tipo_logradouro,logradouro,numero,complemento,bairro,cep,ddd_1,telefone_1,ddd_2,telefone_2,email,data_inicio_atividade,idade_meses,porte,capital_social,natureza_juridica,opcao_simples,n_unidades_df,n_mesma_sala,n_mesmo_predio
53704710000169,53704710,,MARCOS VINICIUS SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,RUA,"COPAIBA, LOTE 01, SALA",1015 A,,NORTE (AGUAS CLARAS),71919540,61,91234231,,,mavi.santos@yahoo.com.br,2024-01-29,31,5,5000.0,2321,1,1,,1
11197995000149,11197995,,BUCCHIANERI ADVOCACIA,6911701,1,QUADRA,SHIS QI 13 CONJUNTO 8,SN,CASA  02,SETOR DE HABITACOES INDIVIDUAIS SUL,71635080,61,32250636,61,82191300,bucchianeri.sec@gmail.com,2009-09-10,203,5,10000.0,2232,0,1,1,2
44967668000188,44967668,,RODRIGO DE VICTOR SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SAUS QUADRA 1,S/N,BLOCO M                   SALA  401 402 403 E 404   EDIF  LIBERTAS,ASA SUL,70070010,82,91283953,,,nathalia@devictor.adv.br,2022-01-21,55,5,10000.0,2321,0,1,1,58
45315143000120,45315143,,TEIXEIRA COSTA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SRTVS BLOCO O,110,SALA  655 PARTE A,ASA SUL,70340000,61,32013335,,,ma.juridico@outlook.com,2022-02-16,54,1,50000.0,2321,1,1,1,585
54954213000181,54954213,,LORRANE NOGUEIRA - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SETOR LESTE Q 34 LT 53,S/N,,GAMA,72460340,61,92063198,61,83778986,lorranenm.juridico@gmail.com,2024-04-30,28,3,8000.0,2321,1,1,,9
52697241000135,52697241,,GLAUBER FERREIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,AVENIDA,GOMES RABELO,S/N,QUADRA25                  LOTE  14,SETOR TRADICIONAL (PLANALTINA),73330016,61,85975419,,,glauberoosevelt@outlook.com,2023-10-27,34,5,20000.0,2321,1,1,1,4
35963552000260,35963552,,ESCRITORIO DE ADVOCACIA RIBEIRO SANTOS E ASSOCIADOS,6911701,2,SETOR,SIG QUADRA 1,S/N,LOTE: 385; SALA: 102/104;,ZONA INDUSTRIAL,70610410,27,81430387,,,douglasgianordoli@uol.com.br,2015-06-24,134,1,5000.0,2232,0,1,1,167
23881269000120,23881269,CHEIN ANDERE ADVOCACIA,CHEIN ANDERE SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,CONDOMINIO,JARDIM BOTANICO VI,28,CONJ  B,SETOR HABITACIONAL JARDIM BOTANICO,71680369,61,92290518,61,30810603,sofiatchein@gmail.com,2015-12-04,128,5,50000.0,2321,1,1,1,3
48887419000133,48887419,,PASCON ARAUJO SOCIEDADE DE ADVOGADOS,6911701,1,QUADRA,SHIS QI 13 CONJUNTO 13,SN,CASA  14,SETOR DE HABITACOES INDIVIDUAIS SUL,71635130,61,95516967,,,analuciapascon@hotmail.com,2022-12-14,44,1,20000.0,2232,1,1,1,2
49343343000148,49343343,,WALDHELM MOURA ADVOCACIA,6911701,1,SETOR,SGAN 915 MODULO G BLOCO C,SN,SALA  102,ASA NORTE,70790157,61,33860466,,,jcacontabilidade@terra.com.br,2023-01-26,43,5,50001.0,2232,1,1,1,45
07800570000105,07800570,"CARVALHO, NORONHA E ADVOGADOS ASSOCIADOS","CARVALHO, NORONHA E ADVOGADOS ASSOCIADOS",6911701,1,SETOR,SETOR COMERCIAL SUL QD 04 BL A N 203,203,ANDAR 3,PLANO PILOTO,70304909,61,32249724,61,32244367,,2005-10-07,250,5,50000.0,2232,0,1,1,2
34752549000154,34752549,,GUILHERME ROCHA DE ALMEIDA ABREU SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHIS QI 11 CONJUNTO 6 CASA,9,,SETOR DE HABITACOES INDIVIDUAIS SUL,71625260,61,99825570,,,guiarabreu@gmail.com,2019-09-03,83,5,1000.0,2321,1,1,,1
03212543000160,03212543,ADVOCACIA PEIXOTO GUIMARAES,PEIXOTO GUIMARAES ADVOGADOS ASSOCIADOS S/S,6911701,1,SETOR,SCN QUADRA 2 BLOCO D,SN,      TORRE B SALA 1022         CENTRO EMP LIBERTY M,ASA NORTE,70712903,61,33280118,,,,1999-06-11,326,5,10000.0,2232,1,1,1,90
50033739000178,50033739,,JACQUELINE ABREU BRAZ SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SAGOCA LT 2,S/N,BLOCO BLOCO C APT 1902    ANDAR 19,TAGUATINGA,72145760,61,83296750,,,jacquelinesiqueira5@gmail.com,2023-03-22,41,5,10000.0,2321,0,1,1,38
33400181000100,33400181,,VALDIR LAVORATO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SHS QUADRA 6 CONJUNTO A BLOCO A SALA 501 E 502,SN,,ASA SUL,70316102,61,21079519,,,contato@lavoratoadvocacia.com.br,2019-03-19,89,5,4000.0,2321,1,1,,310
59521422000155,59521422,TWAN BRITO ADVOCACIA,TWAN BRITO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,"QS 01 RUA 212 LOTES 19, 21 E 23 BLOCO D SALA",1112,      PARTE A-534         EDIF  CONNECT TOWERS,AREAL (AGUAS CLARAS),71950550,61,92495138,,,advogadotwanbrito@gmail.com,2025-02-18,18,1,5000.0,2321,1,1,1,14
28671922000140,28671922,,ALBUQUERQUE E SILVA ADVOGADOS,6911701,1,SETOR,SIG QUADRA 1,SN,LOTE  985                 SALA  04                  TERREO                    EDIF  PARQUE BRASILIA,ZONA INDUSTRIAL,70610410,61,30396990,,,fiscal@agilizagestao.com.br,2017-09-05,107,5,60000.0,2232,1,1,1,164
26410654000187,26410654,GUERRA ADVOGADOS,GUERRA ADVOGADOS - ADVOCACIA EMPRESARIAL,6911701,1,SETOR,SRTVS BLOCO LOTES,209,      SRTVS QUADRA 701          CONJUNTO E BLOCO I        N 12 SALA  PARTE          W9 ED PAL DO RADIO I,ASA SUL,70340901,61,30474090,,,,1990-01-23,439,3,100000.0,2232,0,1,1,11
57282845000134,57282845,,HENRIQUE COSTA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SCS QUADRA 2 BLOCO C LOTE 99,S/N,SALA  306,ASA SUL,70314900,61,96249563,,,henriquecostaadvocacia@gmail.com,2024-09-13,23,3,20000.0,2321,1,1,1,12
10788952000175,10788952,ADVOCACIA SCHOBBENHAUS,ADVOCACIA SCHOBBENHAUS - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SRTVS QD. 701 CONJ. L BL. 01,38,SALA  533 PA 104,ASA SUL,70340906,61,33644360,,,,2008-02-22,222,5,50000.0,2321,1,1,1,481
52999154000132,52999154,,ANDREY NASCIMENTO - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SQS 215 BL J,S/N,APT   605,BRASILIA,70294100,61,98045029,,,adv.andrey.nascimento@gmail.com,2023-11-24,33,5,5000.0,2321,0,1,1,4
13334367000193,13334367,"BOSI, CARVALHO E SANTOS - ADVOGADOS ASSOCIADOS","BOSI, CARVALHO E SANTOS - ADVOGADOS ASSOCIADOS",6911701,1,QUADRA,QNA 06 LOTE 23 SALA,202,EDIF  CHAVES,TAGUATINGA NORTE,72110060,61,85524646,61,81125000,contato@solidacontabilidadedf.com.br,2010-10-12,190,5,5000.0,2232,0,1,1,1
42299378000188,42299378,,PRETTY LEITE SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,CONDOMINIO,SHTN TRECHO 2 L. 3,310 D,,ASA NORTE,70800230,96,81016367,,,pretty.leite.pl@gmail.com,2021-06-11,62,5,10000.0,2321,1,1,,1
28390674000169,28390674,,LECIR LUZ & WILSON SAHADE ADVOGADOS,6911701,1,SETOR,SHIS QI 9 BLOCO J,S/N,SALA  203/207,SETOR DE HABITACOES INDIVIDUAIS SUL,71625182,61,81111279,,,,2017-08-01,108,5,100000.0,2232,0,1,1,21
40281160000170,40281160,,GABRIEL FERNANDO DA SILVA NASCIMENTO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,QUADRA 10,39,,SETOR LESTE (GAMA),72450100,61,91400517,,,silvagabriel.adv@gmail.com,2021-01-06,67,3,100000.0,2321,0,1,,2
50359145000151,50359145,,MAURO MOREIRA BARBOSA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SQN 215 BL C,S/N,APT   603,BRASILIA,70874030,61,99750657,,,mauromorbar@uol.com.br,2023-04-18,40,1,2000.0,2321,1,1,1,3
50438854000122,50438854,,ANGELO PERCY SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,QMSW 5 LOTE,08,BLOCO 03                  SALA  371,SETOR SUDOESTE,70680535,61,99271268,,,angelopercye@gmail.com,2023-04-25,40,1,10000.0,2321,1,1,1,4
04921139000129,04921139,,JOAO MAURICIO MACIEL - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SQS 116 BLOCO A,SN,APT   205,ASA SUL,70386010,61,33466369,,,joao@mac.adv.br,2002-02-04,294,5,10050.0,2321,1,1,1,1
38074677000147,38074677,CUSTODIO ALVES & PEREIRA ADVOGADOS ASSOCIADOS,CUSTODIO ALVES & PEREIRA ADVOGADOS ASSOCIADOS,6911701,1,RUA,RUA 5 CHACARA 120-B,30,,SETOR HABITACIONAL VICENTE PIRES,72006050,61,82633552,,,valdairalves@yahoo.com.br,2020-08-13,72,1,10000.0,2232,1,1,,1
17956743000213,17956743,,BARUEL E BARRETO SOCIEDADE DE ADVOGADOS,6911701,2,QUADRA,SAUS QUADRA 1,01,BLOCO M                   ANDAR 9                   SALA  905                 EDIF  LIBERTAS,ASA SUL,70070010,11,31492510,,,bruno@baruelbarreto.com.br,2019-06-10,86,5,105267.0,2232,0,1,1,6
52877342000198,52877342,,BRUNO CRISTIANO DIAS SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,CNB 12 LOTE,22,APT   1209,TAGUATINGA NORTE (TAGUATINGA),72115125,61,99693182,,,mendesdias.advogado@gmail.com,2023-11-13,33,5,15000.0,2321,1,1,1,6
38012557000115,38012557,,DANIEL MIRANDA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,CONDOMINIO,COND VIVENDAS COLORADO II MOD A CASA,01,,GRANDE COLORADO - SOBRADINHO,73105906,61,96700609,61,35434311,danielmirandaadv@outlook.com,2020-08-07,72,1,10000.0,2321,1,1,,1
09624885000174,09624885,,MARCELO JAIME & ADVOGADOS ASSOCIADOS,6911701,1,QUADRA,SHIS QL 10 CONJUNTO 08 CASA 09,S/N,,LAGO SUL,71630085,61,33230336,,,,2008-06-04,218,5,10000.0,2232,0,1,,3
41097100000165,41097100,,"LIMA VERDE, CARVALHO & BERNARDES ADVOCACIA",6911701,1,SETOR,SHIN CA 01 LOTE A BLOCO A SALAS 243 E 244,SN,PAVMTO02,SETOR DE HABITACOES INDIVIDUAIS NORTE,71503501,61,34264319,,,advocacialvcb@gmail.com,2021-03-04,65,5,20000.0,2232,1,1,1,82
41166045000118,41166045,ROCHA & BRANDAO ADVOGADOS,ROCHA & BRANDAO ADVOGADOS,6911701,1,QUADRA,"SHCNW CLNW QD 10/11, BLOCO H, LOJA 08 E MEZANINO PARTE 26",SN,,SETOR NOROESTE,70686640,61,96504410,,,rochabrandaoadvocacia@outlook.com,2021-03-10,65,1,5000.0,2232,1,1,,19
02138661000103,02138661,,PIAZZI SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SAUS QUADRA 01 BLOCO N,S/N,SALA  412,SETOR AUTARQUIAS SUL,70070941,61,84062267,,,piazzi.advogados@gmail.com,1997-09-30,347,1,10000.0,2321,0,1,1,15
43136460000154,43136460,,VERAS E FARIAS ADVOGADOS,6911701,1,SETOR,SETOR COMERCIAL NORTE Q 4 BL B,S/N,SALA  702                 EDIF  VARIG,BRASILIA,70714020,61,81090347,,,contato@verasefarias.com.br,2021-08-16,60,1,3000.0,2232,1,1,4,593
10506035000150,10506035,,JOSE COLOMBO - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SQSW 300 BLOCO P,SN,APT   205,SETOR SUDOESTE,70673054,61,99891706,,,dmcontadores@dmcontadores.com.br,2007-06-15,230,5,1000.0,2321,0,1,1,4
27982703000119,27982703,,PEDRO PAULO DE SOUZA PINTO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,CCSW 6,65 A,BLOCO B/C                 SALA,SETOR SUDOESTE,70680650,61,81295811,,,pedropaulo26@gmail.com,2017-06-13,110,5,1000.0,2321,0,1,1,1
30467912000139,30467912,,JOAO PAULO DA SILVA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SH/SUL QUADRA 06 CONJUNTO A BLOCO C SALA,516,EDIF  BRASIL XXI,ASA SUL,70316109,61,30372423,61,99889551,joaopaulosilva1000@gmail.com,2018-05-07,99,5,1000.0,2321,1,1,1,1
27312935000160,27312935,,AIRES CAMPOS SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SQN 303 BLOCO G,SN,APT   404,ASA NORTE,70735070,61,32024883,,,,2017-03-08,113,5,1000.0,2321,1,1,1,1
30698891000162,30698891,LANGAMER ADVOGADOS,LANGAMER ADVOGADOS,6911701,1,QUADRA,SAAN QUADRA 3 LOTE 425,SN,      PARTE G,ZONA INDUSTRIAL,70632300,61,31212600,,,renadlangamer@costalangamer.adv.br,2018-06-08,98,5,20000.0,2232,1,1,1,64
54954505000114,54954505,,RAUBER & BROL DE ALMEIDA ADVOGADOS ASSOCIADOS,6911701,1,AVENIDA,PAU BRASIL,0,LOTE  10                  SALA  1904,SUL (AGUAS CLARAS),71926000,61,92025561,,,advbroldealmeida@gmail.com,2024-04-30,28,5,1000.0,2232,1,1,1,9
54661305000173,54661305,,DURVAL MANZI JUNIOR SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SMPW QUADRA 13 CONJUNTO 3,LOTE 5,CASA  B,PARK WAY,71741303,61,86280957,,,adv@dmjadvogados.com.br,2024-04-09,28,5,10000.0,2321,1,1,1,1
57689946000124,57689946,,THAYNA FREIRE - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,QR 410 CONJUNTO 14 CASA,34,,SAMAMBAIA NORTE (SAMAMBAIA),72320016,61,81649731,,,thaynafreire.adv@gmail.com,2024-10-15,22,5,10000.0,2321,1,1,,1
03874595000100,03874595,TORREAO & ROLLER ADVOGADOS,TORREAO & ROLLER ADVOGADOS,6911701,1,,SHI/SUL QL 08 CONJUNTO 05 CASA 12,S/N,,LAGO SUL,71620255,,,,,,2000-06-12,314,3,20000.0,2232,0,1,,4
54852387000133,54852387,,PINHEIRO DE AZEVEDO SOCIEDADE DE ADVOGADOS E ADVOGADAS,6911701,1,QUADRA,Q 711 SUL BL K CS 4,S/N,,BRASILIA,70361711,61,96095472,,,nauebernardo@gmail.com,2024-04-23,28,5,10000.0,2232,1,1,,1
55550242000140,55550242,,ROBERTO MIRANDA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SHTN TRECHO 1 CONJ 1 LOTE 01 BLOCO D,411,,ASA NORTE,70800210,61,81117979,61,,robertomiranda45@gmail.com,2024-06-17,26,5,1000.0,2321,1,1,,1
27508463000115,27508463,,MORAIS E AZANHA SOCIEDADE DE ADVOGADOS,6911701,1,SETOR,SHCN CL QUADRA 210 BLOCO C,SN,SALA  104 PARTE B,ASA NORTE,70862530,11,87451153,61,99944840,bruno@moraizeazanha.adv.br,2017-03-20,113,5,10000.0,2232,1,1,1,9
45046884000153,45046884,,CARLOS SIQUEIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SIG QUADRA 1,S/N,LOTE  985                 SALA  310 A 315,ZONA INDUSTRIAL,70610410,61,93630002,61,35324020,carlos@carlossiqueira.adv.com,2022-01-27,55,5,20000.0,2321,1,1,1,167
29536934000124,29536934,,"BARBOSA, LIMA, CRUZ E NERY ADVOCACIA",6911701,1,SETOR,SIG QUADRA 04 LOTE,33,EDIF  CAPITAL FINANCIAL         CENTER              BLOCO A                   SALA  118,ZONA INDUSTRIAL,70610440,61,30260523,61,94445232,contato@blcnadv.com,2017-12-15,104,5,50000.0,2232,1,1,1,1
41237641000141,41237641,,MARINA FREIRE SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,103 LOTE,05,APT   803,NORTE (AGUAS CLARAS),71909000,61,81588668,,,marinafreireadv@gmail.com,2021-03-16,65,5,1000.0,2321,0,1,2,2
44925479000142,44925479,,REBECA JORGE SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,RUA,RUA 6 CHACARA 262,LOTE 6,EDIF  OLIVEIRA            APT   202,SETOR HABITACIONAL VICENTE PIRES,72006540,61,99370477,,,rebeca@jorgeadvocacia.com.br,2022-01-19,55,5,1000.0,2321,1,1,1,1
46316877000197,46316877,,FALCON ALVES ADVOGADOS ASSOCIADOS,6911701,1,SETOR,SCN Q 4 BL B,S/N,SALA  SALA 702 PARTE 3613,PLANO PILOTO,70714020,61,98593935,,,luisafalconn@gmail.com,2022-05-09,51,5,3000.0,2232,1,1,1,593
28120763000195,28120763,,RENATO PEDROSO - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,AVENIDA,CENTRAL AREA ESPECIAL 19 LOTES J/K SALA,100,EDIF  HIBARI,NUCLEO BANDEIRANTE,71710585,61,85859464,,,rp.advdf@gmail.com,2017-06-28,110,5,10000.0,2321,1,1,1,1
49343500000115,49343500,,MARCELA GALDINO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SQS 410 BLOCO C APTO,202,,ASA SUL,70276030,61,94101086,,30341410,mgs.adv2018@gmail.com,2023-01-26,43,1,50000.0,2321,1,1,,2
57914203000100,57914203,,SARAIVA DE ANDRADE SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,AOS 1 BLOCO B,S/N,APT   504,AREA OCTOGONAL,70660012,61,92852109,,,joao.andrade@advdf.com.br,2024-10-31,22,5,1000.0,2321,1,1,1,4
36395984000102,36395984,,FABIANA TORQUATO - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SQN 107 BLOCO F,S/N,APT   603,ASA NORTE,70743060,61,95925797,,,fabianatorquato1@gmail.com,2020-02-14,78,5,10000.0,2321,1,1,1,1
54812309000105,54812309,,ANTONIO CARVALHO FILHO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHS QUADRA 6,SN,SALA  501,ASA SUL,70316000,61,82751150,,,antonio.scf.adv@gmail.com,2024-04-19,28,1,10000.0,2321,1,1,2,68
29708887000159,29708887,,BRITO & ARAUJO ADVOGADOS ASSOCIADOS,6911701,1,RUA,4A EXPANSAO DA FEIRA DO PRODUTOR,S/N,LOJA  19                  ANDAR 1                   SALA  06,SETOR HABITACIONAL VICENTE PIRES,72006253,61,82180776,,,rafaelabritosilva@hotmail.com,2017-11-14,105,5,20000.0,2232,1,1,1,19
43106678000166,43106678,,LUCAS FERREIRA SILVA CARDOSO - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,QND 14,SN,LOTE  07                  SALA  336,TAGUATINGA NORTE (TAGUATINGA),72120140,61,85676046,,,lucas.ferreira9798@gmail.com,2021-08-12,60,1,2000.0,2321,1,1,1,24
26571064000136,26571064,,ANA PAULA RIBEIRO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,QS 5 RUA 860,LT 22,BLOCO B,AREAL (AGUAS CLARAS),71955180,61,35369077,61,85710899,anapaularibeiroadvogada@gmail.com,2016-11-04,117,5,10000.0,2321,1,1,1,2
02708691000108,02708691,GORDILHO E PAVIE ADVOGADOS,GORDILHO E PAVIE ADVOGADOS,6911701,1,SETOR,SCN QUADRA 01 BLOCO C,85,"SALAS 1309, 1310, 1311 E 1312",ASA NORTE,70711902,61,34269016,,,,1987-02-26,474,5,900.0,2232,0,1,1,60
59211468000178,59211468,,AQUINO ROCHA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,QN 8A CONJUNTO 1 LOTE,11,APT   01                  EDIF  BH PRIME,RIACHO FUNDO II,71880111,61,81404776,,,aquinorocha.advocacia@gmail.com,2025-01-31,19,5,5000.0,2321,1,1,1,5
34055785000111,34055785,,JAQUES CHECCUCCI SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SHIS QI 17 CONJUNTO 14 CASA,03,,LAGO SUL,71645140,61,84011222,,,checcucci@brturbo.com.br,2019-06-04,86,5,1500.0,2321,1,1,,1
22889244000100,22889244,GALVAO E SILVA ADVOCACIA,GALVAO E SILVA ADVOCACIA,6911701,1,SETOR,SCS QUADRA 08 BLOCO B - 60 2 ANDAR,S/N,SALA  202 A 206,ASA SUL,70333900,61,37029969,61,82701617,atendimento@galvaoesilva.com,2015-06-26,134,5,10000.0,2232,0,1,1,79
02447245000197,02447245,,LEAO ADVOGADOS ASSOCIADOS S/S,6911701,1,QUADRA,SHIS QI 19 CONJUNTO 11,3,CASA  CASA,SETOR DE HABITACOES INDIVIDUAIS SUL,71655110,61,30429292,61,35369998,advocacia@leaoassociados.com,1998-04-02,340,1,250000.0,2232,1,1,1,1
47894347000199,47894347,,ISABELA MIRANDA ARAUJO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,CONDOMINIO,SOLAR DE BRASILIA,15,QUADRA3                   CONJ  28,SETOR HABITACIONAL JARDIM BOTANICO,71680349,61,91758226,,,isabela.maraujo@hotmail.com,2022-09-09,47,5,20000.0,2321,1,1,1,2
39668670000116,39668670,,MEDEIROS CRIVELLENTE SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,CONJUNTO,RESIDENCIAL 24,18,,VALE DO AMANHECER (PLANALTINA),73370024,61,83807777,65,81117777,luciano@crivellente.adv.br,2020-11-04,69,3,2800000.0,2321,1,1,,1
47978616000103,47978616,,YULLY CARNEIRO DE AGUIAR SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SQS 212 BLOCO D APTO,407,,ASA SUL,70275040,61,81608494,,,yullycarneiro@gmail.com,2022-09-16,47,1,1000.0,2321,1,1,,1
31757408000136,31757408,,MARIA EUGENIA CABRAL SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SCS QUADRA 07 BLOCO A100 SALA 1222,7,,ASA SUL,70307902,61,81188442,,,meccabralmachado@gmail.com,2018-10-09,94,5,1000.0,2321,0,1,,8
59028578000107,59028578,,GABRIEL LUCAS SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SETOR P SUL QNP 12 CJ H LT 3,S/N,,CEILANDIA,72231208,61,84211756,,,wagnerjosias@gmail.com,2025-01-22,19,5,10000.0,2321,0,1,,2
26756293000125,26756293,FREITAS E CATUNDA,FREITAS E CATUNDA ADVOGADOS ASSOCIADOS,6911701,1,SETOR,STN S/N BLOCO M,353,SALA,ASA NORTE,70770909,61,32246763,61,32246672,leofreitasadv@gmail.com,2016-03-21,125,5,20000.0,2232,1,1,1,1
49073727000198,49073727,,TOMAS DE SOUZA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SMPW QUADRA 22 CONJUNTO 1 LT,07,CASA  B,PARK WAY,71745201,61,92211401,,,fabio_tomas@terra.com.br,2023-01-05,43,1,50000.0,2321,1,1,1,1
54936689000190,54936689,,ICARO GREGORIO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,"SETOR DE AUTARQUIAS SUL, QUADRA 03, BLOCO C, SALA 802",802,,ASA SUL,70070934,61,95070372,,,icarogregorioadv@gmail.com,2024-04-29,28,1,5000.0,2321,0,1,,1
41318078000136,41318078,,"AVELAR, CARDOSO & CIARLINI ADVOGADOS",6911701,1,QUADRA,SHN QUADRA 1 BLOCO A,1,CONJ  A                   SALA  1221                EDIF  LE QUARTIER,ASA NORTE,70701010,61,35410009,61,84055633,contato@accadvs.com,2021-03-23,65,5,60000.0,2232,1,1,1,9
31744026000178,31744026,,HUMBERTO JORGE SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SCS QD 01 BLOCO E,30,SALA  303,ASA SUL,70303900,61,82891972,61,92654830,hjadvocacia.jus@gmail.com,2018-09-20,95,5,120000.0,2321,0,1,1,97
47439834000161,47439834,,ELEUTERIO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,CONDOMINIO,JARDIM BOTANICO VI,CONJ I,CASA  3,SETOR HABITACIONAL JARDIM BOTANICO,71680369,61,91766308,,,eleuteriomatheus@gmail.com,2022-08-05,48,1,20000.0,2321,1,1,1,1
03409100000164,03409100,PALOMARES ADVOGADOS,PALOMARES ADVOGADOS,6911701,1,QUADRA,SHS QUADRA 06 CONJUNTO A BLOCO A SALAS 501 E 512,S/N,      COMPLEXO BRASIL 21,ASA SUL,70316102,61,32028133,,,office-df@palomares.com.br,1999-08-25,324,3,100000.0,2232,1,1,1,389
17343974000170,17343974,ALBUQUERQUE & VALERIUS ADVOGADOS ASSOCIADOS,HELENA ALBUQUERQUE SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SHCGN CLR,46,QUADRA703                 BLOCO G                   PAVMTO1 - PARTE A-17,ASA NORTE,70730517,61,34438559,,,helena@amvconsultoriajuridica.com.br,2012-12-19,164,5,10000.0,2321,1,1,1,49
15579508000163,15579508,,CELIA ARRUDA ADVOGADOS ASSOCIADOS,6911701,1,SETOR,SCN QUADRA 05 BLOCO A,50,SALA  212 E 213,ASA NORTE,70715900,61,39677872,,,celiarruda@gmail.com,2012-03-06,173,5,30000.0,2232,1,1,1,166
30617334000170,30617334,,SANDRO PONTUAL BROTHERHOOD SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,COMERCIAL NORTE QUADRA 04 BLOCO B SALA 1201 PARTE J,100,,ASA NORTE,70714900,61,84396122,61,33690317,sandrobrotherhood@hotmail.com,2018-05-25,99,5,172990.0,2321,1,1,,104
26266652000166,26266652,ADVOCACIA ARIMATEA E SILVA,ARIMATEA E SILVA ADVOGADOS ASSOCIADOS,6911701,1,AREA,C 12,01,SALA  SALA 225,TAGUATINGA CENTRO (TAGUATINGA),72010120,61,32023828,,,arimatea.fonseca@yahoo.com.br,2016-09-09,119,5,20000.0,2232,0,1,1,29
08611578000196,08611578,,ANDRADE VELOSO MENESCAL ADVOCACIA,6911701,1,SETOR,SIG QUADRA 1,S/N,LOTE  495 505 E 515       EDIF  BARAO DO RIO BRANCO TERREOSALA 10,ZONA INDUSTRIAL,70610410,61,30362021,,,milso@andradeveloso.adv.br,2006-12-18,236,5,55202.0,2232,1,1,1,167
49888481000102,49888481,,ROSEMIR PINTO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,QE 17 CONJUNTO H,39,,GUARA II,71050082,61,99333326,,,rosemirpinto@gmail.com,2023-03-10,41,5,10000.0,2321,0,1,,2
